shark_id,shark_name,species,ping_datetime,latitude,longitude,location_quality,tag_status
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-01-30 06:40:04,27.95678,-96.01209,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-01 00:41:21,27.99144,-95.93197,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-02 00:51:29,27.95635,-95.90471,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-02 08:46:47,27.9202,-95.89219,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-02 14:27:08,27.87,-95.81058,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-02 15:13:27,27.82273,-95.76015,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-04 05:31:28,27.76465,-95.8215,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-04 05:56:58,27.73538,-95.82022,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-06 02:53:16,27.78778,-95.71973,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-07 18:05:39,27.72806,-95.72165,low,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-08 00:42:15,27.77013,-95.7446,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-08 13:08:04,27.8051,-95.66792,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-10 09:30:37,27.80836,-95.70994,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-10 18:29:03,27.75597,-95.6428,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-11 07:19:53,27.73674,-95.71277,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-11 13:23:16,27.79626,-95.68654,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-14 08:08:59,27.80227,-95.59627,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-14 20:21:28,27.75111,-95.50391,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-17 22:55:21,27.81352,-95.46998,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-18 09:15:19,27.75868,-95.53358,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-18 22:54:10,27.77216,-95.55031,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-20 08:49:10,27.79923,-95.56747,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-20 21:29:47,27.75624,-95.51837,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-22 08:25:34,27.81701,-95.41122,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-22 23:17:31,27.83776,-95.37862,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-23 23:54:43,27.84766,-95.35745,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-26 08:46:28,27.83303,-95.42369,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-26 22:18:49,27.81008,-95.41605,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-02-27 15:07:53,27.7894,-95.29928,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-01 06:27:30,27.79816,-95.24571,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-02 01:29:39,27.85929,-95.30499,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-03 06:03:28,27.83367,-95.20705,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-03 15:54:50,27.79388,-95.2307,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-04 20:01:48,27.77846,-95.1732,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-04 21:05:17,27.78416,-95.20297,low,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-06 03:25:04,27.73076,-95.15612,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-06 07:27:53,27.67649,-95.1694,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-08 08:03:58,27.74387,-95.21709,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-08 17:17:47,27.77561,-95.18491,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-08 21:37:17,27.83846,-95.1267,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-09 16:21:02,27.78315,-95.13286,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-09 22:48:45,27.77902,-95.20449,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-10 08:49:24,27.84032,-95.09005,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-10 19:07:04,27.82683,-95.03364,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-11 05:16:26,27.81281,-95.00166,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-14 01:34:40,27.87941,-94.93177,low,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-15 13:22:13,27.85019,-94.97927,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-16 15:39:35,27.8132,-94.97681,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-18 12:57:31,27.87339,-94.90033,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-19 01:18:56,27.90048,-94.83332,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-19 12:48:32,27.86117,-94.77307,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-19 18:49:31,27.80621,-94.75893,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-21 03:40:59,27.8656,-94.769,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-21 05:19:29,27.91888,-94.80441,medium,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-23 16:27:31,27.91068,-94.82869,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-24 12:01:22,27.95121,-94.83846,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-24 18:38:08,27.97955,-94.74973,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-30 02:25:59,27.92313,-94.65432,high,active
SHK-001,Navigator Alpha,Scalloped Hammerhead,2026-03-31 04:17:16,27.93861,-94.53761,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-05 08:48:34,27.87318,-96.98054,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-05 12:42:45,27.91428,-96.96363,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-09 17:28:30,27.91146,-96.90092,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-11 17:01:09,27.89512,-96.80231,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-12 05:13:19,27.85473,-96.8057,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-12 12:11:58,27.82255,-96.80273,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-13 06:48:44,27.82312,-96.87028,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-14 12:44:53,27.81375,-96.79632,low,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-14 13:12:44,27.75629,-96.70019,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-15 13:57:40,27.75829,-96.59164,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-16 21:43:20,27.74899,-96.49331,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-18 08:00:29,27.75896,-96.42638,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-18 11:46:13,27.81568,-96.40874,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-18 22:52:01,27.81881,-96.41097,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-20 02:57:00,27.86257,-96.34613,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-20 21:26:40,27.92211,-96.22999,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-22 07:40:45,27.98001,-96.19161,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-26 16:10:03,27.93092,-96.18588,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-28 11:04:36,27.89455,-96.21385,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-29 01:03:21,27.89366,-96.22635,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-29 15:44:54,27.86983,-96.11611,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-30 02:19:27,27.91837,-96.10205,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-01-30 10:43:36,27.86514,-95.99167,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-04 03:51:15,27.81406,-95.88021,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-04 14:10:40,27.7581,-95.91075,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-05 23:39:30,27.77887,-95.94304,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-06 13:22:35,27.73374,-95.83349,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-08 09:31:05,27.70705,-95.83971,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-08 19:15:04,27.77234,-95.77604,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-09 05:25:07,27.73363,-95.79383,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-09 06:08:14,27.79438,-95.75868,low,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-09 17:39:17,27.78317,-95.65038,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-09 19:20:12,27.80014,-95.56427,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-10 02:28:17,27.83078,-95.58395,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-10 11:20:56,27.8755,-95.5047,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-10 22:46:08,27.82084,-95.47816,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-11 18:16:42,27.7698,-95.42865,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-11 18:28:40,27.76441,-95.41061,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-15 13:12:49,27.75149,-95.31229,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-15 21:52:03,27.71138,-95.35706,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-16 16:32:59,27.73594,-95.31388,low,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-17 16:29:51,27.77665,-95.30091,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-19 18:13:30,27.79367,-95.31645,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-20 00:37:07,27.85517,-95.34066,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-20 03:51:51,27.89273,-95.30669,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-21 01:36:31,27.87646,-95.28783,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-21 15:37:58,27.87984,-95.29686,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-24 09:49:44,27.8562,-95.25763,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-24 19:40:52,27.86845,-95.23431,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-25 12:44:27,27.83983,-95.23302,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-02-25 21:03:35,27.81107,-95.2178,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-01 01:18:18,27.80933,-95.29435,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-01 10:59:44,27.8019,-95.32569,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-01 11:59:30,27.78988,-95.295,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-01 14:17:21,27.85944,-95.26492,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-01 18:28:59,27.85843,-95.2836,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-02 13:08:23,27.89219,-95.30049,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-03 13:07:36,27.95581,-95.24245,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-03 14:45:41,27.99183,-95.26715,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-04 08:28:03,28.03065,-95.2278,low,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-04 11:14:13,28.07889,-95.24855,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-06 08:23:12,28.05819,-95.18694,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-07 22:00:49,28.00411,-95.25604,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-08 00:18:45,28.06684,-95.20846,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-09 00:00:55,28.02017,-95.28601,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-09 15:12:50,28.02241,-95.29787,low,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-10 19:29:35,27.99523,-95.20553,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-11 16:42:21,27.94372,-95.18718,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-12 08:22:51,27.97296,-95.23683,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-13 01:25:07,28.03635,-95.29979,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-13 23:34:43,28.0489,-95.29656,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-14 04:42:25,28.06929,-95.22142,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-14 04:49:06,28.1274,-95.24195,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-14 22:51:14,28.12315,-95.20822,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-16 14:50:13,28.18796,-95.26838,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-18 23:54:03,28.20928,-95.29545,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-19 02:09:11,28.18046,-95.26505,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-21 05:21:13,28.17357,-95.20718,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-21 06:47:18,28.11781,-95.22956,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-21 19:21:19,28.16956,-95.29532,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-21 20:43:16,28.14395,-95.21707,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-22 11:20:31,28.18846,-95.25751,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-22 12:30:00,28.15768,-95.30771,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-23 03:02:30,28.11618,-95.37578,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-24 01:42:57,28.13353,-95.29093,low,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-24 08:45:59,28.13062,-95.27719,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-26 02:24:07,28.12295,-95.30274,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-26 20:47:45,28.11986,-95.26314,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-27 03:28:16,28.15535,-95.22239,high,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-27 20:12:04,28.12511,-95.16753,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-29 23:41:14,28.14143,-95.24338,medium,active
SHK-002,Drifter Bravo,Tiger Shark,2026-03-30 00:19:39,28.18822,-95.20814,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-04 17:04:26,27.82639,-97.12465,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-05 07:13:50,27.87961,-97.01066,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-09 12:53:37,27.92121,-97.03766,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-09 17:05:41,27.91288,-97.1016,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-11 20:54:27,27.94055,-97.07487,low,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-12 05:21:58,27.96203,-96.97738,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-14 15:23:59,27.97236,-96.93389,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-15 12:17:44,28.00133,-96.95642,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-17 13:39:38,27.95308,-96.84075,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-18 02:40:34,27.98459,-96.90065,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-18 04:57:41,27.96352,-96.97486,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-19 12:48:01,27.91082,-96.98316,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-22 04:53:21,27.88256,-96.98075,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-22 17:08:21,27.84597,-97.02574,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-23 02:36:33,27.8357,-96.96911,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-25 18:02:08,27.85151,-97.00268,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-26 00:03:52,27.85125,-96.94931,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-26 14:08:38,27.85174,-96.97178,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-27 01:37:59,27.80134,-96.86273,low,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-27 23:42:55,27.78023,-96.75033,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-29 09:48:31,27.77962,-96.7699,low,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-30 01:18:59,27.83055,-96.82857,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-30 04:30:46,27.81722,-96.8494,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-30 18:27:38,27.76007,-96.76339,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-01-31 01:56:48,27.70112,-96.67038,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-01 03:11:05,27.76769,-96.56825,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-01 09:14:41,27.81596,-96.46767,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-02 14:45:38,27.78587,-96.38728,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-04 13:20:23,27.75059,-96.41716,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-04 18:39:51,27.79036,-96.36098,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-06 09:19:04,27.74299,-96.31549,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-07 04:41:48,27.78551,-96.38882,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-07 08:19:01,27.7426,-96.28689,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-09 09:48:57,27.73661,-96.32674,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-09 14:29:38,27.79055,-96.33356,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-10 21:30:29,27.76598,-96.38066,low,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-10 22:36:57,27.82872,-96.26718,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-11 11:39:09,27.88188,-96.18633,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-13 23:52:18,27.83167,-96.1155,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-14 04:19:34,27.85959,-96.06062,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-14 12:01:19,27.90953,-96.02916,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-14 18:31:48,27.90083,-96.05627,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-15 02:53:38,27.88875,-95.98646,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-15 14:31:39,27.87828,-95.93875,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-15 15:36:09,27.90601,-95.92446,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-15 16:57:02,27.96862,-95.93886,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-16 05:10:39,27.99281,-95.89178,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-18 08:24:29,28.02395,-95.84193,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-18 16:58:47,27.96985,-95.91449,low,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-18 18:45:59,27.92494,-95.94753,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-19 07:07:59,27.91547,-95.95332,low,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-19 09:00:22,27.94601,-95.92529,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-19 10:35:31,27.98047,-95.8282,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-19 11:30:07,28.02885,-95.78507,low,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-19 12:53:44,28.00522,-95.72702,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-19 13:36:32,28.00303,-95.75979,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-21 07:21:35,28.07055,-95.76633,low,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-22 12:15:50,28.09437,-95.83422,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-22 15:41:56,28.16024,-95.72441,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-22 22:37:31,28.11216,-95.76199,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-24 14:32:59,28.1784,-95.83188,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-26 01:52:23,28.24695,-95.75448,high,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-26 21:54:00,28.29482,-95.72364,medium,active
SHK-003,Courier Charlie,Shortfin Mako,2026-02-28 22:45:45,28.34052,-95.75704,medium,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-01 11:38:21,28.358,-95.78159,low,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-08 16:41:24,28.3485,-95.75793,low,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-10 01:20:23,28.31821,-95.65789,high,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-15 11:07:00,28.33957,-95.60595,medium,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-16 16:58:13,28.4067,-95.51009,high,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-19 07:33:41,28.41468,-95.41686,high,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-23 16:01:05,28.37824,-95.37177,low,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-28 18:18:52,28.35744,-95.33724,medium,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-29 17:01:39,28.38623,-95.17471,high,inactive
SHK-003,Courier Charlie,Shortfin Mako,2026-03-30 08:37:21,28.34981,-95.22606,high,inactive
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-02 02:25:10,27.74455,-97.09767,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-02 02:30:39,27.75051,-97.11559,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-03 02:01:54,27.6979,-97.02925,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-03 06:32:58,27.75025,-96.93819,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-05 04:21:27,27.75617,-96.92565,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-05 11:00:41,27.79911,-96.82647,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-06 02:22:20,27.84439,-96.7761,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-07 11:51:34,27.84622,-96.82593,high,active
